Fecha,P,G(i),H_sun,T2m,WS10m,Int
2017-01-01 00:01,0.0,0.0,0.0,4.59,2.07,0.0
2017-01-01 01:01,0.0,0.0,0.0,4.57,2.07,0.0
2017-01-01 02:01,,,,4.76,1.93,
2017-01-01 03:01,0.0,0.0,0.0,5.34,1.79,0.0
2017-01-01 04:01,0.0,0.0,0.0,5.09,1.79,0.0
2017-01-01 05:01,0.0,0.0,0.0,4.72,1.93,0.0
2017-01-01 06:01,0.0,0.0,0.0,4.04,2.21,0.0
2017-01-01 07:01,0.0,0.0,0.0,3.9,2.9,0.0
2017-01-01 08:01,0.0,0.0,0.0,4.29,3.03,0.0
2017-01-01 09:01,21.94,38.94,8.46,5.24,3.1,0.0
2017-01-01 10:01,27.63,46.36,15.55,6.57,2.97,0.0
2017-01-01 11:01,54.1,78.8,20.65,8.44,3.03,0.0
2017-01-01 12:01,52.18,76.95,23.24,9.89,3.45,0.0
2017-01-01 13:01,159.31,199.48,23.05,10.84,4.21,0.0
2017-01-01 14:01,35.89,57.48,20.08,11.01,4.14,0.0
2017-01-01 15:01,122.54,157.74,14.68,11.03,3.86,0.0
2017-01-01 16:01,74.02,103.06,7.35,10.77,3.52,0.0
2017-01-01 17:01,0.0,0.0,0.0,10.34,3.93,0.0
2017-01-01 18:01,0.0,0.0,0.0,10.27,4.0,0.0
2017-01-01 19:01,0.0,0.0,0.0,10.41,5.03,0.0
2017-01-01 20:01,0.0,0.0,0.0,10.36,5.45,0.0
2017-01-01 21:01,0.0,0.0,0.0,10.21,5.66,0.0
2017-01-01 22:01,0.0,0.0,0.0,10.18,5.79,0.0
2017-01-01 23:01,0.0,0.0,0.0,9.94,6.07,0.0
2017-01-02 00:01,0.0,0.0,0.0,9.51,6.62,0.0
2017-01-02 01:01,0.0,0.0,0.0,9.34,6.69,0.0
2017-01-02 02:01,0.0,0.0,0.0,9.27,6.76,0.0
2017-01-02 03:01,0.0,0.0,0.0,9.34,7.03,0.0
2017-01-02 04:01,0.0,0.0,0.0,9.4,7.1,0.0
2017-01-02 05:01,0.0,0.0,0.0,9.44,6.83,0.0
2017-01-02 06:01,0.0,0.0,0.0,9.42,6.62,0.0
2017-01-02 07:01,0.0,0.0,0.0,9.7,6.28,0.0
2017-01-02 08:01,0.0,0.0,0.0,9.61,6.28,0.0
2017-01-02 09:01,38.81,60.64,8.47,9.59,6.34,0.0
2017-01-02 10:01,53.9,78.93,15.59,10.36,6.62,0.0
2017-01-02 11:01,36.59,58.41,20.7,11.44,6.07,0.0
2017-01-02 12:01,44.71,68.61,23.32,12.45,6.0,0.0
2017-01-02 13:01,234.28,285.38,23.14,13.44,5.86,0.0
2017-01-02 14:01,362.92,432.06,20.19,13.72,5.59,0.0
2017-01-02 15:01,44.33,68.61,14.8,14.07,5.17,0.0
2017-01-02 16:01,51.39,77.19,7.48,13.77,4.48,0.0
2017-01-02 17:01,0.0,0.0,0.0,12.93,4.21,0.0
2017-01-02 18:01,0.0,0.0,0.0,12.25,4.0,0.0
2017-01-02 19:01,0.0,0.0,0.0,12.04,3.66,0.0
2017-01-02 20:01,0.0,0.0,0.0,11.78,3.52,0.0
2017-01-02 21:01,0.0,0.0,0.0,11.67,3.79,0.0
2017-01-02 22:01,0.0,0.0,0.0,11.83,3.86,0.0
2017-01-02 23:01,0.0,0.0,0.0,11.98,4.55,0.0
2017-01-03 00:01,0.0,0.0,0.0,11.74,4.97,0.0
2017-01-03 01:01,0.0,0.0,0.0,11.24,5.1,0.0
2017-01-03 02:01,0.0,0.0,0.0,10.5,5.03,0.0
2017-01-03 03:01,0.0,0.0,0.0,10.45,4.9,0.0
2017-01-03 04:01,0.0,0.0,0.0,10.36,4.69,0.0
2017-01-03 05:01,0.0,0.0,0.0,10.34,4.41,0.0
2017-01-03 06:01,0.0,0.0,0.0,10.31,4.14,0.0
2017-01-03 07:01,0.0,0.0,0.0,10.64,3.59,0.0
2017-01-03 08:01,0.0,0.0,0.0,10.61,3.45,0.0
2017-01-03 09:01,52.11,76.99,8.49,10.58,3.38,0.0
2017-01-03 10:01,109.82,144.16,15.62,11.9,3.24,0.0
2017-01-03 11:01,80.05,111.06,20.76,13.2,3.1,0.0
2017-01-03 12:01,138.14,178.84,23.4,14.43,3.38,0.0
2017-01-03 13:01,139.02,180.54,23.25,15.18,2.9,0.0
2017-01-03 14:01,49.89,76.02,20.31,15.61,2.21,0.0
2017-01-03 15:01,79.91,112.05,14.93,15.9,1.52,0.0
2017-01-03 16:01,37.96,61.29,7.62,15.62,1.1,0.0
2017-01-03 17:01,0.0,0.0,0.0,14.7,1.45,0.0
2017-01-03 18:01,0.0,0.0,0.0,13.36,1.93,0.0
2017-01-03 19:01,0.0,0.0,0.0,12.58,2.41,0.0
2017-01-03 20:01,0.0,0.0,0.0,12.44,2.62,0.0
2017-01-03 21:01,0.0,0.0,0.0,12.53,2.62,0.0
2017-01-03 22:01,0.0,0.0,0.0,12.4,2.62,0.0
2017-01-03 23:01,0.0,0.0,0.0,12.18,2.48,0.0
2017-01-04 00:01,0.0,0.0,0.0,11.34,2.34,0.0
2017-01-04 01:01,0.0,0.0,0.0,10.7,2.41,0.0
2017-01-04 02:01,0.0,0.0,0.0,10.38,2.41,0.0
2017-01-04 03:01,0.0,0.0,0.0,10.31,2.41,0.0
2017-01-04 04:01,0.0,0.0,0.0,10.36,2.41,0.0
2017-01-04 05:01,0.0,0.0,0.0,10.47,2.48,0.0
2017-01-04 06:01,0.0,0.0,0.0,10.63,2.48,0.0
2017-01-04 07:01,0.0,0.0,0.0,11.55,2.21,0.0
2017-01-04 08:01,0.0,0.0,0.0,11.81,2.21,0.0
2017-01-04 09:01,77.15,107.21,8.51,12.15,2.21,0.0
2017-01-04 10:01,63.2,91.15,15.67,13.15,2.07,0.0
2017-01-04 11:01,458.68,559.1,20.83,14.26,1.79,0.0
2017-01-04 12:01,452.48,556.52,23.5,15.57,1.59,0.0
2017-01-04 13:01,471.55,582.78,23.36,16.13,1.52,0.0
2017-01-04 14:01,342.23,423.15,20.44,16.19,0.97,0.0
2017-01-04 15:01,344.52,426.8,15.07,16.04,0.76,0.0
2017-01-04 16:01,67.82,97.99,7.76,15.64,0.9,0.0
2017-01-04 17:01,0.0,0.0,0.0,14.97,0.97,0.0
2017-01-04 18:01,0.0,0.0,0.0,14.13,1.1,0.0
2017-01-04 19:01,0.0,0.0,0.0,12.89,1.31,0.0
2017-01-04 20:01,0.0,0.0,0.0,11.82,1.66,0.0
2017-01-04 21:01,0.0,0.0,0.0,11.19,1.93,0.0
2017-01-04 22:01,0.0,0.0,0.0,10.83,2.0,0.0
2017-01-04 23:01,0.0,0.0,0.0,10.34,2.14,0.0
2017-01-05 00:01,0.0,0.0,0.0,10.17,2.07,0.0
2017-01-05 01:01,0.0,0.0,0.0,9.69,2.14,0.0
2017-01-05 02:01,0.0,0.0,0.0,9.19,2.0,0.0
2017-01-05 03:01,0.0,0.0,0.0,9.05,1.93,0.0
2017-01-05 04:01,0.0,0.0,0.0,9.64,1.93,0.0
2017-01-05 05:01,0.0,0.0,0.0,9.93,2.21,0.0
2017-01-05 06:01,0.0,0.0,0.0,9.63,2.21,0.0
2017-01-05 07:01,0.0,0.0,0.0,10.61,2.0,0.0
2017-01-05 08:01,0.0,0.0,0.0,10.57,2.0,0.0
2017-01-05 09:01,262.44,320.73,8.55,10.72,1.93,0.0
2017-01-05 10:01,447.44,538.42,15.72,11.7,1.86,0.0
2017-01-05 11:01,582.56,714.18,20.9,12.79,1.66,0.0
2017-01-05 12:01,642.6,809.48,23.59,14.2,1.03,0.0
2017-01-05 13:01,600.8,758.43,23.48,14.89,0.76,0.0
2017-01-05 14:01,541.29,673.65,20.57,15.36,1.17,0.0
2017-01-05 15:01,428.24,524.61,15.21,15.5,1.86,0.0
2017-01-05 16:01,216.11,272.5,7.9,15.17,2.21,0.0
2017-01-05 17:01,0.0,0.0,0.0,14.09,2.48,0.0
2017-01-05 18:01,0.0,0.0,0.0,12.78,2.55,0.0
2017-01-05 19:01,0.0,0.0,0.0,12.06,2.62,0.0
2017-01-05 20:01,0.0,0.0,0.0,11.19,2.55,0.0
2017-01-05 21:01,0.0,0.0,0.0,10.46,2.69,0.0
2017-01-05 22:01,0.0,0.0,0.0,9.77,2.76,0.0
2017-01-05 23:01,0.0,0.0,0.0,9.16,2.83,0.0
2017-01-06 00:01,0.0,0.0,0.0,8.55,2.76,0.0
2017-01-06 01:01,0.0,0.0,0.0,8.12,2.76,0.0
2017-01-06 02:01,0.0,0.0,0.0,7.6,2.69,0.0
2017-01-06 03:01,0.0,0.0,0.0,7.23,2.83,0.0
2017-01-06 04:01,0.0,0.0,0.0,6.66,2.97,0.0
2017-01-06 05:01,0.0,0.0,0.0,6.36,3.03,0.0
2017-01-06 06:01,0.0,0.0,0.0,6.22,3.03,0.0
2017-01-06 07:01,0.0,0.0,0.0,6.55,2.9,0.0
2017-01-06 08:01,0.0,0.0,0.0,6.66,2.9,0.0
2017-01-06 09:01,268.84,321.15,8.58,6.87,2.97,0.0
2017-01-06 10:01,469.91,551.13,15.78,7.84,2.83,0.0
2017-01-06 11:01,595.73,709.28,20.98,9.34,2.76,0.0
2017-01-06 12:01,657.23,794.92,23.7,11.07,2.76,0.0
2017-01-06 13:01,650.96,791.46,23.61,12.54,2.9,0.0
2017-01-06 14:01,576.47,698.29,20.71,13.53,2.97,0.0
2017-01-06 15:01,428.73,516.12,15.36,13.88,3.1,0.0
2017-01-06 16:01,216.29,270.06,8.05,13.53,2.76,0.0
2017-01-06 17:01,0.0,0.0,0.0,12.4,2.62,0.0
2017-01-06 18:01,0.0,0.0,0.0,10.82,2.48,0.0
2017-01-06 19:01,0.0,0.0,0.0,9.52,3.1,0.0
2017-01-06 20:01,0.0,0.0,0.0,8.71,3.24,0.0
2017-01-06 21:01,0.0,0.0,0.0,8.1,3.38,0.0
2017-01-06 22:01,0.0,0.0,0.0,7.65,3.38,0.0
2017-01-06 23:01,0.0,0.0,0.0,7.24,3.24,0.0
2017-01-07 00:01,0.0,0.0,0.0,6.75,2.97,0.0
2017-01-07 01:01,0.0,0.0,0.0,6.26,2.9,0.0
2017-01-07 02:01,0.0,0.0,0.0,5.85,2.83,0.0
2017-01-07 03:01,0.0,0.0,0.0,5.57,2.9,0.0
2017-01-07 04:01,0.0,0.0,0.0,5.38,2.97,0.0
2017-01-07 05:01,0.0,0.0,0.0,5.24,3.03,0.0
2017-01-07 06:01,0.0,0.0,0.0,4.34,3.1,0.0
2017-01-07 07:01,0.0,0.0,0.0,4.44,3.03,0.0
2017-01-07 08:01,0.0,0.0,0.0,4.34,3.03,0.0
2017-01-07 09:01,271.2,320.95,8.63,4.78,2.9,0.0
2017-01-07 10:01,470.35,551.63,15.84,7.27,2.48,0.0
2017-01-07 11:01,597.81,716.53,21.07,9.59,2.28,0.0
2017-01-07 12:01,658.86,803.49,23.81,11.27,2.21,0.0
2017-01-07 13:01,648.42,793.04,23.74,12.44,2.34,0.0
2017-01-07 14:01,581.42,707.29,20.86,13.16,2.41,0.0
2017-01-07 15:01,435.8,525.04,15.52,13.32,2.62,0.0
2017-01-07 16:01,227.45,282.39,8.21,12.85,2.55,0.0
2017-01-07 17:01,0.0,0.0,0.0,11.72,2.76,0.0
2017-01-07 18:01,0.0,0.0,0.0,10.3,2.9,0.0
2017-01-07 19:01,0.0,0.0,0.0,8.96,3.03,0.0
2017-01-07 20:01,0.0,0.0,0.0,8.05,2.9,0.0
2017-01-07 21:01,0.0,0.0,0.0,7.26,2.83,0.0
2017-01-07 22:01,0.0,0.0,0.0,6.57,2.69,0.0
2017-01-07 23:01,0.0,0.0,0.0,6.0,2.69,0.0
2017-01-08 00:01,0.0,0.0,0.0,5.54,2.69,0.0
2017-01-08 01:01,0.0,0.0,0.0,5.15,2.69,0.0
2017-01-08 02:01,0.0,0.0,0.0,4.89,2.69,0.0
2017-01-08 03:01,0.0,0.0,0.0,4.71,2.69,0.0
2017-01-08 04:01,0.0,0.0,0.0,3.44,2.76,0.0
2017-01-08 05:01,0.0,0.0,0.0,3.3,2.76,0.0
2017-01-08 06:01,0.0,0.0,0.0,3.23,2.83,0.0
2017-01-08 07:01,0.0,0.0,0.0,3.11,2.76,0.0
2017-01-08 08:01,0.0,0.0,0.0,2.91,2.76,0.0
2017-01-08 09:01,265.08,312.67,8.68,3.55,2.62,0.0
2017-01-08 10:01,466.72,546.86,15.92,6.75,2.28,0.0
2017-01-08 11:01,598.08,717.84,21.17,9.35,2.07,0.0
2017-01-08 12:01,663.38,814.04,23.93,11.17,1.79,0.0
2017-01-08 13:01,646.13,803.49,23.88,12.42,1.24,0.0
2017-01-08 14:01,570.97,711.09,21.01,13.15,0.69,0.0
2017-01-08 15:01,428.66,528.46,15.68,13.48,0.41,0.0
2017-01-08 16:01,231.18,290.1,8.37,13.38,0.62,0.0
2017-01-08 17:01,0.0,0.0,0.0,12.32,1.24,0.0
2017-01-08 18:01,0.0,0.0,0.0,10.11,1.72,0.0
2017-01-08 19:01,0.0,0.0,0.0,8.44,2.0,0.0
2017-01-08 20:01,0.0,0.0,0.0,7.3,2.14,0.0
2017-01-08 21:01,0.0,0.0,0.0,6.47,2.34,0.0
2017-01-08 22:01,0.0,0.0,0.0,5.88,2.55,0.0
2017-01-08 23:01,0.0,0.0,0.0,5.38,2.48,0.0
2017-01-09 00:01,0.0,0.0,0.0,5.02,2.28,0.0
2017-01-09 01:01,0.0,0.0,0.0,4.73,2.28,0.0
2017-01-09 02:01,0.0,0.0,0.0,4.37,2.48,0.0
2017-01-09 03:01,0.0,0.0,0.0,4.25,2.55,0.0
2017-01-09 04:01,0.0,0.0,0.0,4.21,2.55,0.0
2017-01-09 05:01,0.0,0.0,0.0,4.18,2.62,0.0
2017-01-09 06:01,0.0,0.0,0.0,4.25,2.76,0.0
2017-01-09 07:01,0.0,0.0,0.0,4.5,2.76,0.0
2017-01-09 08:01,0.0,0.0,0.0,4.44,2.69,0.0
2017-01-09 09:01,276.29,326.29,8.74,3.92,2.34,0.0
2017-01-09 10:01,469.17,552.02,16.0,7.72,2.34,0.0
2017-01-09 11:01,534.54,641.76,21.28,10.46,2.0,0.0
2017-01-09 12:01,461.88,564.16,24.06,12.21,0.83,0.0
2017-01-09 13:01,380.01,463.04,24.03,13.05,1.03,0.0
2017-01-09 14:01,310.06,378.47,21.17,13.09,0.97,0.0
2017-01-09 15:01,168.66,212.53,15.84,12.86,1.38,0.0
2017-01-09 16:01,45.95,70.35,8.54,12.44,0.69,0.0
2017-01-09 17:01,0.0,0.0,0.0,11.69,0.97,0.0
2017-01-09 18:01,0.0,0.0,0.0,10.84,0.97,0.0
2017-01-09 19:01,0.0,0.0,0.0,10.42,1.1,0.0
2017-01-09 20:01,0.0,0.0,0.0,9.5,1.45,0.0
2017-01-09 21:01,0.0,0.0,0.0,9.03,1.72,0.0
2017-01-09 22:01,0.0,0.0,0.0,8.8,2.0,0.0
2017-01-09 23:01,0.0,0.0,0.0,9.61,2.83,0.0
2017-01-10 00:01,0.0,0.0,0.0,10.32,3.24,0.0
2017-01-10 01:01,0.0,0.0,0.0,10.78,2.97,0.0
2017-01-10 02:01,0.0,0.0,0.0,11.0,3.52,0.0
2017-01-10 03:01,0.0,0.0,0.0,11.14,3.86,0.0
2017-01-10 04:01,0.0,0.0,0.0,11.27,4.55,0.0
2017-01-10 05:01,0.0,0.0,0.0,11.04,5.03,0.0
2017-01-10 06:01,0.0,0.0,0.0,10.75,4.9,0.0
2017-01-10 07:01,0.0,0.0,0.0,10.27,4.97,0.0
2017-01-10 08:01,0.0,0.0,0.0,10.59,4.48,0.0
2017-01-10 09:01,45.2,68.78,8.8,10.92,4.83,0.0
2017-01-10 10:01,53.46,78.8,16.08,11.18,4.83,0.0
2017-01-10 11:01,61.95,89.0,21.39,11.5,4.55,0.0
2017-01-10 12:01,54.86,80.66,24.2,11.71,4.69,0.0
2017-01-10 13:01,44.83,68.61,24.18,11.85,5.52,0.0
2017-01-10 14:01,23.34,41.72,21.34,11.78,5.52,0.0
2017-01-10 15:01,41.79,64.9,16.01,11.78,5.24,0.0
2017-01-10 16:01,52.63,77.93,8.71,11.8,5.31,0.0
2017-01-10 17:01,0.0,0.0,0.0,11.65,4.9,0.0
2017-01-10 18:01,0.0,0.0,0.0,11.64,4.55,0.0
2017-01-10 19:01,0.0,0.0,0.0,11.63,4.28,0.0
2017-01-10 20:01,0.0,0.0,0.0,11.73,4.41,0.0
2017-01-10 21:01,0.0,0.0,0.0,11.94,4.48,0.0
2017-01-10 22:01,0.0,0.0,0.0,12.03,4.34,0.0
2017-01-10 23:01,0.0,0.0,0.0,12.04,4.07,0.0
2017-01-11 00:01,0.0,0.0,0.0,12.13,3.86,0.0
2017-01-11 01:01,0.0,0.0,0.0,11.78,3.45,0.0
2017-01-11 02:01,0.0,0.0,0.0,11.84,3.17,0.0
2017-01-11 03:01,0.0,0.0,0.0,11.95,3.24,0.0
2017-01-11 04:01,0.0,0.0,0.0,11.93,3.03,0.0
2017-01-11 05:01,0.0,0.0,0.0,12.01,2.9,0.0
2017-01-11 06:01,0.0,0.0,0.0,11.93,3.03,0.0
2017-01-11 07:01,0.0,0.0,0.0,12.01,3.52,0.0
2017-01-11 08:01,0.0,0.0,0.0,11.99,3.17,0.0
2017-01-11 09:01,10.45,24.1,8.87,12.07,2.97,0.0
2017-01-11 10:01,133.4,171.16,16.18,12.13,2.83,0.0
2017-01-11 11:01,149.01,189.52,21.51,12.28,2.69,0.0
2017-01-11 12:01,224.14,275.07,24.34,12.35,2.69,0.0
2017-01-11 13:01,197.45,244.72,24.34,12.34,2.76,0.0
2017-01-11 14:01,49.99,75.1,21.51,12.27,2.76,0.0
2017-01-11 15:01,66.53,94.68,16.19,12.07,2.34,0.0
2017-01-11 16:01,26.95,46.46,8.89,11.9,1.93,0.0
2017-01-11 17:01,0.0,0.0,0.0,11.61,1.59,0.0
2017-01-11 18:01,0.0,0.0,0.0,11.28,1.17,0.0
2017-01-11 19:01,0.0,0.0,0.0,11.13,0.48,0.0
2017-01-11 20:01,0.0,0.0,0.0,10.95,0.62,0.0
2017-01-11 21:01,0.0,0.0,0.0,10.75,0.76,0.0
2017-01-11 22:01,0.0,0.0,0.0,10.87,0.69,0.0
2017-01-11 23:01,0.0,0.0,0.0,10.56,0.83,0.0
2017-01-12 00:01,0.0,0.0,0.0,10.2,1.1,0.0
2017-01-12 01:01,0.0,0.0,0.0,10.0,1.38,0.0
2017-01-12 02:01,0.0,0.0,0.0,9.76,1.59,0.0
2017-01-12 03:01,0.0,0.0,0.0,9.53,1.59,0.0
2017-01-12 04:01,0.0,0.0,0.0,9.62,1.45,0.0
2017-01-12 05:01,0.0,0.0,0.0,9.32,1.86,0.0
2017-01-12 06:01,0.0,0.0,0.0,9.42,2.28,0.0
2017-01-12 07:01,0.0,0.0,0.0,9.54,2.55,0.0
2017-01-12 08:01,0.0,0.0,0.0,9.78,3.1,0.0
2017-01-12 09:01,7.47,19.47,8.95,10.04,3.45,0.0
2017-01-12 10:01,56.67,82.51,16.28,10.95,4.34,0.0
2017-01-12 11:01,16.4,32.45,21.63,11.62,5.38,0.0
2017-01-12 12:01,46.33,70.46,24.49,12.12,6.83,0.0
2017-01-12 13:01,31.29,51.92,24.51,12.05,6.62,0.0
2017-01-12 14:01,35.65,57.48,21.69,12.55,6.41,0.0
2017-01-12 15:01,27.58,47.28,16.37,12.46,7.1,0.0
2017-01-12 16:01,21.93,39.87,9.07,11.89,7.72,0.0
2017-01-12 17:01,0.0,0.0,0.0,11.03,7.72,0.0
2017-01-12 18:01,0.0,0.0,0.0,10.01,7.93,0.0
2017-01-12 19:01,0.0,0.0,0.0,9.86,6.34,0.0
2017-01-12 20:01,0.0,0.0,0.0,9.38,5.72,0.0
2017-01-12 21:01,0.0,0.0,0.0,9.05,5.52,0.0
2017-01-12 22:01,0.0,0.0,0.0,8.88,5.72,0.0
2017-01-12 23:01,0.0,0.0,0.0,8.48,5.72,0.0
2017-01-13 00:01,0.0,0.0,0.0,8.28,5.45,0.0
2017-01-13 01:01,0.0,0.0,0.0,8.82,5.52,0.0
2017-01-13 02:01,0.0,0.0,0.0,8.6,6.07,0.0
2017-01-13 03:01,0.0,0.0,0.0,7.7,6.76,0.0
2017-01-13 04:01,0.0,0.0,0.0,7.98,6.14,0.0
2017-01-13 05:01,0.0,0.0,0.0,8.09,5.79,0.0
2017-01-13 06:01,0.0,0.0,0.0,8.16,6.0,0.0
2017-01-13 07:01,0.0,0.0,0.0,8.03,7.1,0.0
2017-01-13 08:01,0.0,0.0,0.0,8.13,6.21,0.0
2017-01-13 09:01,169.12,208.67,9.04,8.35,5.93,0.0
2017-01-13 10:01,165.01,202.83,16.39,8.81,6.07,0.0
2017-01-13 11:01,25.17,43.57,21.76,8.72,6.0,0.0
2017-01-13 12:01,550.84,640.27,24.65,9.3,6.0,0.0
2017-01-13 13:01,270.97,321.36,24.68,9.3,5.52,0.0
2017-01-13 14:01,628.42,733.46,21.88,9.17,5.52,0.0
2017-01-13 15:01,174.13,213.15,16.56,8.94,5.45,0.0
2017-01-13 16:01,176.72,217.5,9.26,8.67,5.31,0.0
2017-01-13 17:01,0.0,0.0,0.0,8.19,5.24,0.0
2017-01-13 18:01,0.0,0.0,0.0,7.92,4.76,0.0
2017-01-13 19:01,0.0,0.0,0.0,7.92,4.34,0.0
2017-01-13 20:01,0.0,0.0,0.0,7.61,4.14,0.0
2017-01-13 21:01,0.0,0.0,0.0,7.46,4.0,0.0
2017-01-13 22:01,0.0,0.0,0.0,7.46,4.07,0.0
2017-01-13 23:01,0.0,0.0,0.0,7.41,4.07,0.0
2017-01-14 00:01,0.0,0.0,0.0,7.5,4.14,0.0
2017-01-14 01:01,0.0,0.0,0.0,7.52,4.07,0.0
2017-01-14 02:01,0.0,0.0,0.0,7.5,3.86,0.0
2017-01-14 03:01,0.0,0.0,0.0,7.67,3.86,0.0
2017-01-14 04:01,0.0,0.0,0.0,7.63,3.59,0.0
2017-01-14 05:01,0.0,0.0,0.0,7.26,3.66,0.0
2017-01-14 06:01,0.0,0.0,0.0,7.22,3.45,0.0
2017-01-14 07:01,0.0,0.0,0.0,6.95,4.0,0.0
2017-01-14 08:01,0.0,0.0,0.0,7.25,4.07,0.0
2017-01-14 09:01,276.48,329.89,9.13,7.57,4.0,0.0
2017-01-14 10:01,426.04,495.6,16.5,8.46,4.76,0.0
2017-01-14 11:01,622.05,728.23,21.9,9.31,5.1,0.0
2017-01-14 12:01,678.43,802.93,24.81,9.85,4.62,0.0
2017-01-14 13:01,381.01,448.7,24.87,10.37,4.48,0.0
2017-01-14 14:01,611.77,723.05,22.07,10.63,4.55,0.0
2017-01-14 15:01,263.84,315.2,16.75,10.48,4.34,0.0
2017-01-14 16:01,171.32,213.24,9.45,10.27,4.21,0.0
2017-01-14 17:01,0.0,0.0,0.0,9.85,3.86,0.0
2017-01-14 18:01,0.0,0.0,0.0,9.4,3.45,0.0
2017-01-14 19:01,0.0,0.0,0.0,8.96,3.38,0.0
2017-01-14 20:01,0.0,0.0,0.0,8.92,3.52,0.0
2017-01-14 21:01,0.0,0.0,0.0,8.74,3.59,0.0
2017-01-14 22:01,0.0,0.0,0.0,8.64,3.31,0.0
2017-01-14 23:01,0.0,0.0,0.0,8.65,3.24,0.0
2017-01-15 00:01,0.0,0.0,0.0,8.65,2.83,0.0
2017-01-15 01:01,0.0,0.0,0.0,8.41,2.48,0.0
2017-01-15 02:01,0.0,0.0,0.0,7.95,2.34,0.0
2017-01-15 03:01,0.0,0.0,0.0,7.38,2.07,0.0
2017-01-15 04:01,0.0,0.0,0.0,7.5,1.86,0.0
2017-01-15 05:01,0.0,0.0,0.0,7.13,2.07,0.0
2017-01-15 06:01,0.0,0.0,0.0,6.83,2.14,0.0
2017-01-15 07:01,0.0,0.0,0.0,7.55,2.69,0.0
2017-01-15 08:01,0.0,0.0,0.0,7.47,2.48,0.0
2017-01-15 09:01,217.0,263.98,9.22,8.05,2.69,0.0
2017-01-15 10:01,63.35,89.9,16.62,9.25,2.9,0.0
2017-01-15 11:01,248.97,299.13,22.05,10.18,3.66,0.0
2017-01-15 12:01,123.01,158.87,24.98,10.64,4.21,0.0
2017-01-15 13:01,496.01,585.5,25.05,10.78,4.14,0.0
2017-01-15 14:01,264.02,316.15,22.26,10.8,4.48,0.0
2017-01-15 15:01,155.05,194.02,16.95,10.78,4.21,0.0
2017-01-15 16:01,117.64,152.65,9.64,10.69,4.34,0.0
2017-01-15 17:01,0.0,0.0,0.0,10.26,4.07,0.0
2017-01-15 18:01,0.0,0.0,0.0,9.85,3.93,0.0
2017-01-15 19:01,0.0,0.0,0.0,9.51,3.59,0.0
2017-01-15 20:01,0.0,0.0,0.0,9.28,3.38,0.0
2017-01-15 21:01,0.0,0.0,0.0,9.2,3.31,0.0
2017-01-15 22:01,0.0,0.0,0.0,9.22,3.17,0.0
2017-01-15 23:01,0.0,0.0,0.0,9.02,3.17,0.0
2017-01-16 00:01,0.0,0.0,0.0,8.85,3.24,0.0
2017-01-16 01:01,0.0,0.0,0.0,8.73,3.03,0.0
2017-01-16 02:01,0.0,0.0,0.0,8.7,3.17,0.0
2017-01-16 03:01,0.0,0.0,0.0,8.73,3.31,0.0
2017-01-16 04:01,0.0,0.0,0.0,8.71,3.31,0.0
2017-01-16 05:01,0.0,0.0,0.0,8.8,3.24,0.0
2017-01-16 06:01,0.0,0.0,0.0,8.88,3.31,0.0
2017-01-16 07:01,0.0,0.0,0.0,9.16,3.66,0.0
2017-01-16 08:01,0.0,0.0,0.0,9.22,3.79,0.0
2017-01-16 09:01,180.53,223.23,9.33,9.38,3.86,0.0
2017-01-16 10:01,87.37,117.83,16.75,10.29,3.93,0.0
2017-01-16 11:01,332.31,393.09,22.2,11.02,4.97,0.0
2017-01-16 12:01,110.21,144.72,25.16,11.6,5.93,0.0
2017-01-16 13:01,550.7,648.85,25.25,11.68,5.59,0.0
2017-01-16 14:01,137.54,175.43,22.47,11.63,5.38,0.0
2017-01-16 15:01,254.62,305.53,17.16,11.54,5.38,0.0
2017-01-16 16:01,51.58,76.53,9.84,11.38,4.76,0.0
2017-01-16 17:01,0.0,0.0,0.0,11.0,4.28,0.0
2017-01-16 18:01,0.0,0.0,0.0,10.64,4.0,0.0
2017-01-16 19:01,0.0,0.0,0.0,10.25,4.34,0.0
2017-01-16 20:01,0.0,0.0,0.0,10.22,4.21,0.0
2017-01-16 21:01,0.0,0.0,0.0,10.22,4.07,0.0
2017-01-16 22:01,0.0,0.0,0.0,10.3,4.07,0.0
2017-01-16 23:01,0.0,0.0,0.0,10.39,3.93,0.0
2017-01-17 00:01,0.0,0.0,0.0,10.32,3.72,0.0
2017-01-17 01:01,0.0,0.0,0.0,10.04,3.72,0.0
2017-01-17 02:01,0.0,0.0,0.0,10.07,3.93,0.0
2017-01-17 03:01,0.0,0.0,0.0,10.02,4.07,0.0
2017-01-17 04:01,0.0,0.0,0.0,10.11,4.07,0.0
2017-01-17 05:01,0.0,0.0,0.0,10.03,4.28,0.0
2017-01-17 06:01,0.0,0.0,0.0,10.06,4.48,0.0
2017-01-17 07:01,0.0,0.0,0.0,10.03,4.69,0.0
2017-01-17 08:01,0.0,0.0,0.0,9.99,4.34,0.0
2017-01-17 09:01,285.7,343.9,9.44,10.2,4.55,0.0
2017-01-17 10:01,164.28,204.26,16.88,10.89,4.83,0.0
2017-01-17 11:01,219.4,266.44,22.36,11.72,6.14,0.0
2017-01-17 12:01,388.16,459.6,25.34,12.11,5.1,0.0
2017-01-17 13:01,254.96,308.2,25.45,12.75,5.79,0.0
2017-01-17 14:01,225.19,273.91,22.68,12.6,6.28,0.0
