P;G(i);H_sun;T2m;WS10m;Int;hora;mes;Valor probable fut
11332;15379;2949;1962;497;0;8;7;18534
1071;14648;4029;1985;497;0;9;7;28206
13881;18449;5058;2026;503;0;10;7;12385
1075;14741;5944;2055;49;0;11;7;13114
9967;13814;6502;2073;49;0;12;7;39272
11286;1539;649;2068;49;0;13;7;62438
7746;11125;5914;2046;462;0;14;7;10714
12441;16781;5019;2059;414;0;15;7;7615
8043;11496;3987;2046;366;0;16;7;5286
9502;13258;2906;204;352;0;17;7;2527
3939;6397;1823;1955;303;0;18;7;983
2266;4197;77;187;241;0;19;7;0
0;0;0;180;193;0;20;7;0
0;0;0;1771;138;0;21;7;0
0;0;0;176;83;0;22;7;0
0;0;0;1759;76;0;23;7;0
0;0;0;1744;97;0;0;7;0
0;0;0;1711;103;0;1;7;0
0;0;0;1698;11;0;2;7;0
0;0;0;1686;152;0;3;7;0
0;0;0;1677;186;0;4;7;0
0;0;0;1675;214;0;5;7;2501
2224;411;795;1677;241;0;6;7;5136
10631;17313;185;1721;317;0;7;7;11023
30934;39707;2935;180;338;0;8;7;18708
49082;61111;4014;1931;338;0;9;7;14245
63777;80867;5041;2086;31;0;10;7;74983
72619;94195;5925;2213;29;0;11;7;80808
76365;100213;648;2306;297;0;12;7;8032
68567;89164;6468;2363;324;0;13;7;76476
3786;48431;5894;2418;352;0;14;7;64726
29773;38243;5002;2431;379;0;15;7;0
3245;41417;3972;2409;414;0;16;7;0
10572;14729;2891;2353;448;0;17;7;8394
7362;10862;1808;2252;379;0;18;7;0
44;70;754;2154;345;0;19;7;0
0;0;0;2116;317;0;20;7;0
0;0;0;2092;407;0;21;7;0
0;0;0;2066;455;0;22;7;0
0;0;0;2042;40;0;23;7;0
0;0;0;2025;421;0;0;7;0
0;0;0;202;428;0;1;7;0
0;0;0;1993;428;0;2;7;0
0;0;0;1989;441;0;3;7;0
0;0;0;1967;372;0;4;7;0
0;0;0;1946;40;0;5;7;731
1381;2973;779;1946;428;0;6;7;7852
8749;12591;1835;206;641;0;7;7;9735
12583;16943;292;2097;648;0;8;7;8089
26505;33421;3999;2137;745;0;9;7;4566
48302;59896;5025;2213;71;0;10;7;12887
0;0;0;2383;745;0;11;7;67969
68171;86134;6458;2495;779;0;12;7;80227
53498;67302;6445;2494;793;0;13;7;78843
31021;3940;5875;2452;80;0;14;7;55459
39351;49394;4985;2462;848;0;15;7;19949
45974;57293;3956;2402;834;0;16;7;13116
11769;1611;2876;2324;793;0;17;7;0
5606;858;1792;2236;69;0;18;7;0
125;2798;738;2121;641;0;19;7;0
0;0;0;201;579;0;20;7;0
0;0;0;1917;579;0;21;7;0
0;0;0;1869;483;0;22;7;0
0;0;0;1815;393;0;23;7;0
0;0;0;1753;352;0;0;7;0
0;0;0;172;31;0;1;7;0
0;0;0;1673;269;0;2;7;0
0;0;0;1654;276;0;3;7;0
0;0;0;1645;303;0;4;7;0
0;0;0;1627;338;0;5;7;0
2429;4372;763;1621;372;0;6;7;0
10792;1687;182;1711;441;0;7;7;8885
30688;39095;2905;1798;517;0;8;7;34898
41061;50535;3984;1876;531;0;9;7;55156
27209;34126;5008;1942;552;0;10;7;71098
57074;70618;5886;1917;524;0;11;7;82736
59238;73716;6434;1936;49;0;12;7;30789
12806;17151;6422;1993;483;0;13;7;58655
27447;34594;5854;1966;441;0;14;7;59091
1210;16317;4968;1987;434;0;15;7;3642
16289;21276;394;196;414;0;16;7;6928
18192;23648;286;1922;386;0;17;7;0
1976;3801;1776;1873;352;0;18;7;541
1452;3061;721;181;331;0;19;7;0
0;0;0;1763;248;0;20;7;0
0;0;0;1734;172;0;21;7;0
0;0;0;1711;117;0;22;7;0
0;0;0;1691;97;0;23;7;0
0;0;0;1676;76;0;0;7;0
0;0;0;1676;69;0;1;7;0
0;0;0;1648;83;0;2;7;0
0;0;0;1634;83;0;3;7;0
0;0;0;1578;131;0;4;7;0
0;0;0;1522;152;0;5;7;449
1599;3235;747;1516;145;0;6;7;1198
1078;16669;1805;1671;152;0;7;7;29638
29285;3782;289;1792;172;0;8;7;49736
0;0;0;1855;172;0;9;7;5628
0;0;0;1914;193;0;10;7;20478
4980;62889;5866;1973;248;0;11;7;14629
56873;71759;6411;1955;31;0;12;7;11749
72855;93031;6398;1969;338;0;13;7;54505
6587;83363;5833;1987;345;0;14;7;5667
60273;75475;4949;1982;366;0;15;7;3270
32818;41109;3923;1978;366;0;16;7;17133
25252;32548;2844;1952;379;0;17;7;8684
10297;15797;1759;1918;386;0;18;7;909
1817;3585;703;190;338;0;19;7;0
0;0;0;1846;303;0;20;7;0
0;0;0;1807;283;0;21;7;0
0;0;0;1792;248;0;22;7;0
0;0;0;1768;221;0;23;7;0
0;0;0;1726;214;0;0;8;0
0;0;0;169;214;0;1;8;0
0;0;0;1645;207;0;2;8;0
0;0;0;1585;193;0;3;8;0
0;0;0;1525;179;0;4;8;0
0;0;0;1486;186;0;5;8;249
1857;3585;731;1478;20;0;6;8;14026
10263;17053;179;1663;145;0;7;8;1852
29969;38904;2875;1806;131;0;8;8;12073
43071;54418;3953;1894;138;0;9;8;5515
62069;79209;4973;1968;20;0;10;8;65518
71219;92228;5845;2037;228;0;11;8;82838
75996;98542;6387;2075;29;0;12;8;81505
77787;100312;6373;2081;345;0;13;8;70509
73489;93451;5812;2054;386;0;14;8;61082
63767;80397;493;2052;345;0;15;8;31703
48458;60698;3906;2043;331;0;16;8;26213
29583;38576;2827;2048;345;0;17;8;10146
9233;16242;1742;2008;345;0;18;8;282
2005;3848;685;190;221;0;19;8;0
0;0;0;1845;9;0;20;8;0
0;0;0;1824;21;0;21;8;0
0;0;0;1743;97;0;22;8;0
0;0;0;1659;166;0;23;8;0
0;0;0;1643;228;0;0;8;0
0;0;0;1613;255;0;1;8;0
0;0;0;1607;283;0;2;8;0
0;0;0;1591;317;0;3;8;0
0;0;0;1556;317;0;4;8;0
0;0;0;1548;317;0;5;8;1045
1659;3323;715;1567;352;0;6;8;9698
1070;16485;1775;1696;441;0;7;8;30126
31188;39921;286;1859;497;0;8;8;48792
44534;5503;3937;1997;531;0;9;8;6023
50148;62237;4956;2129;579;0;10;8;68016
70219;88387;5824;225;60;0;11;8;76443
74117;94459;6362;2393;60;0;12;8;7708
40122;50848;6348;2482;634;0;13;8;66825
45842;57967;5789;2511;648;0;14;8;25304
35385;44953;4911;2522;628;0;15;8;35442
26518;34085;3888;2508;628;0;16;8;27949
25556;33525;281;2431;60;0;17;8;1108
9537;16026;1725;2327;545;0;18;8;2853
1543;3235;667;2208;559;0;19;8;0
0;0;0;2094;552;0;20;8;0
0;0;0;2027;552;0;21;8;0
0;0;0;1993;566;0;22;8;0
0;0;0;1986;566;0;23;8;0
0;0;0;1987;566;0;0;8;0
0;0;0;198;524;0;1;8;0
0;0;0;1972;476;0;2;8;0
0;0;0;1962;414;0;3;8;0
0;0;0;1932;338;0;4;8;0
0;0;0;1898;303;0;5;8;3081
2011;3848;698;1855;29;0;6;8;1135
10472;15972;1759;193;386;0;7;8;27006
23963;30874;2845;1953;338;0;8;8;48618
48388;60456;3921;2059;372;0;9;8;63333
63882;80609;4938;219;414;0;10;8;7226
74874;9603;5803;2268;421;0;11;8;77913
79714;103377;6338;230;407;0;12;8;77617
79445;103235;6323;2328;40;0;13;8;7552
65908;84594;5767;233;379;0;14;8;63473
43166;54795;4891;2342;359;0;15;8;48115
39469;50152;3869;2326;331;0;16;8;26213
24153;31829;2792;2284;248;0;17;8;6266
9248;15995;1706;2249;179;0;18;8;0
1008;2448;648;2265;269;0;19;8;0
0;0;0;2259;379;0;20;8;0
0;0;0;2219;455;0;21;8;0
0;0;0;2165;531;0;22;8;0
0;0;0;2119;552;0;23;8;0
0;0;0;2104;559;0;0;8;0
0;0;0;2086;49;0;1;8;0
0;0;0;2069;483;0;2;8;0
0;0;0;2057;462;0;3;8;0
0;0;0;2057;462;0;4;8;0
0;0;0;2054;455;0;5;8;1084
1373;2973;682;2061;469;0;6;8;11722
4866;7602;1743;2125;655;0;7;8;33189
12633;17051;2829;2152;634;0;8;8;52135
2310;29526;3905;2203;634;0;9;8;10928
19632;2547;492;2245;641;0;10;8;6389
888;12609;5782;2285;586;0;11;8;27279
10552;14648;6312;2291;51;0;12;8;1242
16109;21323;6297;2249;462;0;13;8;33919
785;11311;5743;215;372;0;14;8;2273
9876;13721;487;2044;297;0;15;8;10311
10433;1437;385;2017;317;0;16;8;6487
5112;788;2773;1985;317;0;17;8;6422
5073;784;1688;1944;283;0;18;8;16
82;787;628;1901;324;0;19;8;0
0;0;0;1873;324;0;20;8;0
0;0;0;1851;359;0;21;8;0
0;0;0;1831;386;0;22;8;0
0;0;0;1807;40;0;23;8;0
0;0;0;179;40;0;0;8;0
0;0;0;177;40;0;1;8;0
0;0;0;1752;407;0;2;8;0
0;0;0;1735;414;0;3;8;0
0;0;0;1721;407;0;4;8;0
0;0;0;1708;421;0;5;8;2112
190;3673;665;1704;434;0;6;8;12861
8979;12845;1727;1732;531;0;7;8;34303
21615;27547;2813;1793;60;0;8;8;52251
26523;33077;3888;185;621;0;9;8;25167
38787;47744;4902;1928;648;0;10;8;28196
29277;36605;576;199;662;0;11;8;24786
42207;52341;6287;2073;669;0;12;8;1769
42105;52338;627;2117;662;0;13;8;980
44801;55435;5719;2113;724;0;14;8;46768
62883;77151;4849;208;779;0;15;8;25075
37885;4664;3831;202;807;0;16;8;9349
28608;36642;2754;197;80;0;17;8;3533
9158;1343;1668;1911;766;0;18;8;2458
1704;341;608;1789;766;0;19;8;0
0;0;0;1723;697;0;20;8;0
0;0;0;1691;676;0;21;8;0
0;0;0;1648;662;0;22;8;0
0;0;0;1614;628;0;23;8;0
0;0;0;1594;628;0;0;8;0
0;0;0;1575;628;0;1;8;0
0;0;0;1565;641;0;2;8;0
0;0;0;156;655;0;3;8;0
0;0;0;1558;662;0;4;8;0
0;0;0;1574;683;0;5;8;2359
1534;3148;648;159;669;0;6;8;11054
9154;1308;1711;1677;717;0;7;8;18639
22819;28903;2798;1782;821;0;8;8;17878
23368;29362;3872;1905;814;0;9;8;26615
16312;21231;4883;1996;793;0;10;8;32126
60703;7472;5738;2083;807;0;11;8;56135
6366;78815;626;2136;793;0;12;8;35375
59768;74117;6243;2184;786;0;13;8;37509
69404;86271;5695;2217;779;0;14;8;33762
65021;80382;4827;2219;759;0;15;8;46097
48956;60475;381;2202;759;0;16;8;30324
29268;37916;2734;2144;745;0;17;8;10608
9048;15609;1649;2071;69;0;18;8;2609
1569;3235;588;1907;648;0;19;8;0
0;0;0;1814;634;0;20;8;0
0;0;0;176;60;0;21;8;0
0;0;0;1731;607;0;22;8;0
0;0;0;1709;60;0;23;8;0
0;0;0;1695;572;0;0;8;0
0;0;0;1694;566;0;1;8;0
0;0;0;1693;566;0;2;8;0
0;0;0;169;572;0;3;8;0
0;0;0;1676;572;0;4;8;0
0;0;0;1664;593;0;5;8;2839
815;2099;631;1671;607;0;6;8;11855
2475;445;1695;1749;60;0;7;8;30271
5477;8251;2782;1797;724;0;8;8;4083
532;8066;3855;1818;71;0;9;8;47761
856;1196;4864;1797;71;0;10;8;15926
23331;29251;5715;1775;697;0;11;8;7277
15352;19933;6234;1773;662;0;12;8;6418
43697;53342;6216;1713;614;0;13;8;5285
19619;24873;567;1702;586;0;14;8;19005
24693;30806;4805;1693;531;0;15;8;6001
21404;26975;379;171;503;0;16;8;1032
27964;35657;2714;1703;462;0;17;8;1968
9477;15154;1628;1705;428;0;18;8;4067
1402;2973;567;1683;386;0;19;8;0
0;0;0;1635;303;0;20;8;0
0;0;0;1621;276;0;21;8;0
0;0;0;1596;221;0;22;8;0
0;0;0;1554;207;0;23;8;0
0;0;0;1527;241;0;0;8;0
0;0;0;1514;234;0;1;8;0
0;0;0;153;234;0;2;8;0
0;0;0;1553;269;0;3;8;0
0;0;0;1532;214;0;4;8;0
0;0;0;1528;207;0;5;8;0
1664;3323;614;150;20;0;6;8;0
10262;16135;1679;1582;276;0;7;8;9193
25991;33059;2765;1663;303;0;8;8;29919
43236;53402;3838;1728;303;0;9;8;48027
5667;70572;4845;1812;31;0;10;8;50391
68053;86203;5692;1879;303;0;11;8;8478
57808;72818;6207;1915;31;0;12;8;85191
54239;68047;6188;1944;345;0;13;8;50165
67081;84479;5644;1933;372;0;14;8;39081
53862;6683;4782;1921;407;0;15;8;39914
47184;58227;3768;1885;441;0;16;8;18707
26817;34429;2694;1827;421;0;17;8;8959
9128;15137;1607;1769;372;0;18;8;160
1397;2973;545;1733;345;0;19;8;0
0;0;0;1675;317;0;20;8;0
0;0;0;1637;345;0;21;8;0
0;0;0;1597;372;0;22;8;0
0;0;0;1568;407;0;23;8;0
0;0;0;1547;428;0;0;8;0
0;0;0;1531;441;0;1;8;0
0;0;0;153;441;0;2;8;0
0;0;0;1522;441;0;3;8;0
0;0;0;1489;462;0;4;8;0
0;0;0;1474;517;0;5;8;1798
86;787;597;1486;538;0;6;8;10056
10241;15453;1662;1584;51;0;7;8;2594
3054;38564;2749;166;572;0;8;8;42974
35703;43648;3821;1723;607;0;9;8;5404
49634;60387;4826;1765;628;0;10;8;6810
43858;53684;5669;1821;641;0;11;8;76142
60868;74716;618;1829;634;0;12;8;29604
52224;64148;6159;1889;641;0;13;8;5270
46711;57289;5618;1877;634;0;14;8;6049
58686;71781;4759;1907;655;0;15;8;37939
26584;33172;3747;189;669;0;16;8;25464
26659;34114;2672;1885;655;0;17;8;10851
9216;14426;1586;184;621;0;18;8;329
1274;2798;523;1784;586;0;19;8;0
0;0;0;1716;552;0;20;8;0
0;0;0;1667;524;0;21;8;0
0;0;0;1633;503;0;22;8;0
0;0;0;1609;483;0;23;8;0
0;0;0;1593;462;0;0;8;0
0;0;0;1561;441;0;1;8;0
0;0;0;1553;428;0;2;8;0
0;0;0;1554;428;0;3;8;0
0;0;0;1564;455;0;4;8;0
0;0;0;1576;462;0;5;8;2802
1471;3061;579;1585;469;0;6;8;11538
9961;16318;1646;1643;476;0;7;8;22924
30676;38916;2733;1723;524;0;8;8;40823
45913;56246;3803;1833;531;0;9;8;6350
52778;64939;4806;1909;531;0;10;8;72325
7182;89668;5646;1995;545;0;11;8;74886
74854;94025;6152;2071;579;0;12;8;76857
7897;99367;613;2107;614;0;13;8;71039
74875;93613;5592;2134;641;0;14;8;63874
64057;79248;4735;2139;662;0;15;8;48458
48684;60077;3724;2114;669;0;16;8;29583
28806;37271;2651;2054;662;0;17;8;8622
8974;1457;1564;1978;634;0;18;8;2651
1149;2623;501;1871;545;0;19;8;0
0;0;0;177;524;0;20;8;0
0;0;0;1704;517;0;21;8;0
0;0;0;1657;51;0;22;8;0
0;0;0;1632;524;0;23;8;0
0;0;0;1615;517;0;0;8;0
0;0;0;1554;49;0;1;8;0
0;0;0;153;462;0;2;8;0
0;0;0;1504;421;0;3;8;0
0;0;0;1483;386;0;4;8;0
0;0;0;1468;366;0;5;8;1045
1418;2973;562;1469;386;0;6;8;9698
10048;1618;1629;1571;379;0;7;8;3337
31674;40264;2716;1704;476;0;8;8;33506
50777;62147;3786;1836;531;0;9;8;48533
6575;81251;4786;197;552;0;10;8;77419
76324;95981;5622;2087;545;0;11;8;81371
79304;100861;6124;2175;531;0;12;8;81765
80477;102957;6101;2239;51;0;13;8;72272
66101;83747;5564;227;49;0;14;8;63588
53913;67555;471;2269;517;0;15;8;43318
31008;39015;3701;2204;579;0;16;8;1671
29183;37972;2629;2104;60;0;17;8;9775
8434;14809;1542;1995;579;0;18;8;181
1146;2623;478;1902;469;0;19;8;0
0;0;0;1789;421;0;20;8;0
0;0;0;1719;372;0;21;8;0
0;0;0;1667;359;0;22;8;0
0;0;0;1624;345;0;23;8;0
0;0;0;1591;352;0;0;8;0
0;0;0;1569;366;0;1;8;0
0;0;0;1556;359;0;2;8;0
0;0;0;1544;345;0;3;8;0
0;0;0;1531;338;0;4;8;0
0;0;0;152;331;0;5;8;4018
1292;2798;544;1517;31;0;6;8;9702
9893;16219;1613;1586;276;0;7;8;2393
30662;39227;2699;176;345;0;8;8;809
49919;6179;3768;1915;40;0;9;8;57917
6500;81336;4766;2072;448;0;10;8;68313
75874;96571;5598;2208;476;0;11;8;75246
79302;102096;6095;2321;483;0;12;8;7659
78358;101194;6071;241;49;0;13;8;70509
74019;94653;5537;2436;538;0;14;8;61082
64145;8056;4685;2383;607;0;15;8;48501
4811;59945;3678;229;641;0;16;8;28748
28564;37314;2606;2205;621;0;17;8;8375
829;14618;1519;2116;572;0;18;8;977
968;2361;454;1977;469;0;19;8;0
0;0;0;185;455;0;20;8;0
0;0;0;1773;434;0;21;8;0
0;0;0;1724;434;0;22;8;0
0;0;0;169;441;0;23;8;0
0;0;0;1668;434;0;0;8;0
0;0;0;167;434;0;1;8;0
0;0;0;1657;414;0;2;8;0
0;0;0;1649;40;0;3;8;0
0;0;0;1639;393;0;4;8;0
0;0;0;1629;393;0;5;8;926
1224;2711;526;1627;40;0;6;8;6214
9883;15976;1596;1711;421;0;7;8;9298
30061;38383;2683;1864;51;0;8;8;47451
49668;61428;375;2054;531;0;9;8;60786
64573;80949;4746;2244;538;0;10;8;73877
74261;94965;5574;2403;524;0;11;8;79037
78446;101569;6066;2517;524;0;12;8;78463
78335;101802;6041;2593;524;0;13;8;73537
72272;93516;5509;2651;517;0;14;8;62308
61788;79105;4659;2672;524;0;15;8;47338
45517;58021;3654;2643;524;0;16;8;27933
2664;35501;2583;2576;503;0;17;8;7011
8313;14108;1496;2455;469;0;18;8;195
894;2274;43;2311;455;0;19;8;0
0;0;0;2165;421;0;20;8;0
0;0;0;2079;366;0;21;8;0
0;0;0;2009;303;0;22;8;0
0;0;0;1932;255;0;23;8;0
0;0;0;1869;248;0;0;8;0
0;0;0;1805;255;0;1;8;0
0;0;0;1768;248;0;2;8;0
0;0;0;1746;234;0;3;8;0
0;0;0;1735;214;0;4;8;0
0;0;0;1746;214;0;5;8;642
1154;2623;509;1763;228;0;6;8;9226
9734;15529;1579;1887;283;0;7;8;28818
27197;35148;2666;2043;366;0;8;8;46648
20949;26928;3732;2082;421;0;9;8;60023
3869;48407;4725;2108;428;0;10;8;45763
53284;66898;5549;2177;462;0;11;8;57004
4143;52196;6037;2237;462;0;12;8;7635
52495;66226;601;2223;441;0;13;8;74906
46542;58485;548;2192;434;0;14;8;56788
29106;3685;4633;2189;469;0;15;8;37939
13762;18395;363;2125;462;0;16;8;11011
14706;19576;2559;2051;386;0;17;8;8544
6474;9791;1472;1977;324;0;18;8;1411
805;2099;406;1859;255;0;19;8;0
0;0;0;1803;186;0;20;8;0
0;0;0;1775;159;0;21;8;0
0;0;0;1757;145;0;22;8;0
0;0;0;1743;159;0;23;8;0
0;0;0;1725;166;0;0;8;0
0;0;0;1716;179;0;1;8;0
0;0;0;1692;172;0;2;8;0
0;0;0;1699;172;0;3;8;0
0;0;0;1703;193;0;4;8;0
0;0;0;1716;179;0;5;8;3883
249;1137;491;1707;117;0;6;8;10133
5157;7915;1562;1755;138;0;7;8;14821
1405;18662;2649;1836;179;0;8;8;34401
15368;20181;3714;1877;248;0;9;8;23167
2416;30731;4705;1994;359;0;10;8;18448
38073;47557;5524;2015;421;0;11;8;43275
35265;44164;6007;2024;434;0;12;8;60202
53899;67499;5979;2026;414;0;13;8;55012
65367;82353;5451;2035;407;0;14;8;44795
60871;76056;4607;204;421;0;15;8;25641
44011;54738;3605;2011;414;0;16;8;41012
23615;30652;2535;1979;40;0;17;8;0
8116;12629;1448;1902;352;0;18;8;2345
753;2011;381;1803;324;0;19;8;0
0;0;0;174;276;0;20;8;0
0;0;0;1715;228;0;21;8;0
0;0;0;1686;179;0;22;8;0
0;0;0;1665;124;0;23;8;0
0;0;0;1663;97;0;0;8;0
0;0;0;1655;48;0;1;8;0
0;0;0;1604;11;0;2;8;0
0;0;0;1593;117;0;3;8;0
0;0;0;156;11;0;4;8;0
0;0;0;1542;138;0;5;8;3054
1051;2448;473;153;179;0;6;8;12028
9715;15825;1545;1655;29;0;7;8;31984
29106;37261;2631;1816;345;0;8;8;5050
49929;62226;3696;199;352;0;9;8;64739
64567;81988;4684;212;317;0;10;8;76662
74061;96189;5499;2224;297;0;11;8;81841
77989;102821;5977;2334;29;0;12;8;81196
69734;91033;5947;2404;317;0;13;8;7475
49059;62393;5421;2433;434;0;14;8;61305
49856;6292;458;2306;414;0;15;8;36754
44523;5630;358;2239;324;0;16;8;20456
6532;9735;2511;2239;331;0;17;8;287
4354;7011;1424;2183;255;0;18;8;0
199;1049;356;208;255;0;19;8;0
0;0;0;2009;172;0;20;8;0
0;0;0;1979;186;0;21;8;0
0;0;0;1942;20;0;22;8;0
0;0;0;1899;214;0;23;8;0
0;0;0;1862;228;0;0;8;0
0;0;0;1821;255;0;1;8;0
0;0;0;1806;283;0;2;8;0
0;0;0;1805;29;0;3;8;0
0;0;0;180;297;0;4;8;0
0;0;0;1807;297;0;5;8;731
697;1924;455;1816;324;0;6;8;7852
6672;9952;1527;1914;331;0;7;8;9735
17689;23157;2614;2023;379;0;8;8;28116
25493;32526;3677;216;359;0;9;8;22949
34872;44269;4662;2278;338;0;10;8;12887
65849;84942;5473;236;345;0;11;8;20564
78143;102298;5947;2416;372;0;12;8;25797
78427;102529;5915;2421;386;0;13;8;41161
72779;94463;5391;2413;366;0;14;8;63459
61705;7874;4552;2397;386;0;15;8;47156
46515;5889;3554;2339;379;0;16;8;26997
27371;36219;2486;2257;372;0;17;8;7431
7579;13558;1399;2155;324;0;18;8;0
48;1574;33;2043;31;0;19;8;0
0;0;0;1968;221;0;20;8;0
0;0;0;1945;20;0;21;8;0
0;0;0;1942;248;0;22;8;0
0;0;0;1935;283;0;23;8;0
0;0;0;1934;324;0;0;8;0
0;0;0;1987;379;0;1;8;0
0;0;0;1998;40;0;2;8;0
0;0;0;1982;428;0;3;8;0
0;0;0;1953;393;0;4;8;0
0;0;0;1926;303;0;5;8;757
749;2011;436;1887;207;0;6;8;9446
6682;10028;151;1952;124;0;7;8;30127
9033;1271;2597;1967;103;0;8;8;49578
29874;38093;3659;2025;117;0;9;8;28223
40195;50997;4641;2182;241;0;10;8;54559
27001;34479;5447;220;379;0;11;8;28783
67445;85891;5916;2203;428;0;12;8;52604
46968;59343;5883;2246;407;0;13;8;52733
62447;79633;536;2267;379;0;14;8;26778
53425;67215;4524;2277;448;0;15;8;6116
40342;50523;3528;2223;497;0;16;8;42937
1378;1851;246;2155;524;0;17;8;7514
7638;1294;1373;2072;538;0;18;8;2084
335;1312;304;2016;517;0;19;8;0
0;0;0;1927;483;0;20;8;0
0;0;0;1872;455;0;21;8;0
0;0;0;1834;448;0;22;8;0
0;0;0;1804;434;0;23;8;0
0;0;0;178;414;0;0;8;0
0;0;0;1729;407;0;1;8;0
0;0;0;1705;40;0;2;8;0
0;0;0;1692;421;0;3;8;0
0;0;0;1685;434;0;4;8;0
0;0;0;1678;462;0;5;8;0
814;2099;418;1673;49;0;6;8;567
9561;15292;1493;1761;614;0;7;8;2542
1667;2164;2579;1836;628;0;8;8;51278
24108;30313;364;1922;634;0;9;8;13254
38276;47379;4619;2043;621;0;10;8;69461
69392;86781;5421;2143;607;0;11;8;43684
79564;100998;5885;2226;586;0;12;8;30789
79898;101894;585;2303;579;0;13;8;69811
74029;93821;5329;2338;586;0;14;8;62181
63459;79563;4496;2348;60;0;15;8;46515
47156;58915;3501;2314;607;0;16;8;27371
26997;35477;2434;2242;60;0;17;8;7579
7431;12998;1347;2128;60;0;18;8;48
29;1224;277;1949;524;0;19;8;0
0;0;0;1853;51;0;20;8;0
0;0;0;1799;497;0;21;8;0
0;0;0;1769;469;0;22;8;0
0;0;0;1739;428;0;23;8;0
0;0;0;1727;372;0;0;8;0
0;0;0;1727;317;0;1;8;0
0;0;0;171;317;0;2;8;0
0;0;0;1698;352;0;3;8;0
0;0;0;1699;379;0;4;8;0
0;0;0;171;393;0;5;8;749
757;2011;40;1717;414;0;6;8;6682
9446;15674;1475;1812;324;0;7;8;9033
30127;38785;2561;1989;421;0;8;8;29874
49578;61826;3621;2181;483;0;9;8;67326
64185;81118;4597;2372;51;0;10;8;77419
73975;9519;5395;2536;531;0;11;8;79002
7862;102324;5854;266;552;0;12;8;78335
78463;102443;5816;2751;566;0;13;8;73537
72706;94343;5298;2791;572;0;14;8;61788
62285;79931;4467;2787;572;0;15;8;45517
4627;59108;3474;2738;572;0;16;8;2664
26612;35754;2408;2642;559;0;17;8;8313
7011;13048;1321;2494;503;0;18;8;894
195;1049;25;2369;476;0;19;8;0
0;0;0;2229;393;0;20;8;0
0;0;0;214;359;0;21;8;0
0;0;0;2069;324;0;22;8;0
0;0;0;2002;317;0;23;8;0
0;0;0;1954;31;0;0;8;0
0;0;0;1925;303;0;1;8;0
0;0;0;1883;31;0;2;8;0
0;0;0;1853;317;0;3;8;0
0;0;0;1843;324;0;4;8;0
0;0;0;184;324;0;5;8;1154
642;1836;381;185;331;0;6;8;9734
9226;14919;1457;1991;331;0;7;8;27197
28818;37938;2544;2369;31;0;8;8;20949
46648;60732;3602;2769;276;0;9;8;3869
60023;80607;4575;3082;241;0;10;8;73165
67798;94669;5368;3298;172;0;11;8;71692
70308;101679;5822;3388;83;0;12;8;75076
71362;101249;5783;3391;166;0;13;8;68028
67319;92633;5266;334;262;0;14;8;59095
50544;67314;4437;3228;317;0;15;8;43493
40908;53981;3446;3086;31;0;16;8;23517
24305;33523;2381;296;228;0;17;8;8959
6802;11833;1294;2836;159;0;18;8;160
0;175;223;2665;152;0;19;8;0
0;0;0;2499;131;0;20;8;0
0;0;0;2414;124;0;21;8;0
0;0;0;238;179;0;22;8;0
0;0;0;2332;255;0;23;8;0
0;0;0;2263;303;0;0;8;0
0;0;0;2144;331;0;1;8;0
0;0;0;2065;324;0;2;8;0
0;0;0;2001;345;0;3;8;0
0;0;0;1932;393;0;4;8;0
0;0;0;186;421;0;5;8;1798
247;1137;363;1819;421;0;6;8;10056
6013;9101;144;1826;352;0;7;8;2594
14185;18817;2526;1899;324;0;8;8;2839
41604;51946;3582;2012;331;0;9;8;42838
63125;80204;4553;2121;303;0;10;8;49861
72319;94023;5341;2222;276;0;11;8;74948
76727;101024;579;2298;276;0;12;8;7632
76868;101145;5749;2346;297;0;13;8;72159
72481;93708;5234;233;359;0;14;8;61166
62986;79686;4407;2255;407;0;15;8;47605
45925;57733;3418;2167;359;0;16;8;28186
26245;34708;2354;2102;283;0;17;8;1086
6826;12412;1267;2033;262;0;18;8;2775
0;0;0;1903;262;0;19;8;0
0;0;0;1852;207;0;20;8;0
0;0;0;1836;20;0;21;8;0
0;0;0;1846;20;0;22;8;0
0;0;0;184;228;0;23;8;0
0;0;0;1836;234;0;0;8;0
0;0;0;1828;255;0;1;8;0
0;0;0;1825;255;0;2;8;0
0;0;0;1811;248;0;3;8;0
0;0;0;1802;269;0;4;8;0
0;0;0;1777;29;0;5;8;1706
389;1399;345;1761;297;0;6;8;10116
6217;937;1422;1804;303;0;7;8;2907
9013;12622;2508;1928;283;0;8;8;47054
12977;17456;3563;2059;297;0;9;8;31311
10122;14092;453;2186;352;0;10;8;6837
15825;21045;5314;2291;40;0;11;8;9967
38479;48793;5758;237;469;0;12;8;11993
39272;49692;5715;2394;538;0;13;8;67575
41684;52546;5201;2396;572;0;14;8;55867
33927;42849;4377;2372;579;0;15;8;39683
39529;49544;339;2324;607;0;16;8;24749
2402;31639;2326;2252;586;0;17;8;10579
6551;10729;124;2156;559;0;18;8;2938
0;0;0;2004;531;0;19;8;0
0;0;0;1933;455;0;20;8;0
0;0;0;1896;414;0;21;8;0
0;0;0;1872;393;0;22;8;0
0;0;0;1861;386;0;23;8;0
0;0;0;1851;372;0;0;8;0
0;0;0;1873;372;0;1;8;0
